Unnamed:_0,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
960,3,4.0,2.0,4.0,50.0,2.0,5.0,40.0,0.444,0.0,0.0,26.0,130.0,104.0,335.0,0.57,7.0,11.0,9.0,75.0,81.0,0.926,0.0,0.0,0,15.0,92,6,0.939,4.0,0.0,1.0,7.0,1.0,13.0,1.0,1.0,9.0,0.929,11,0,0,5,1,30,1.0,4.0,14
961,7,3.0,3.0,3.0,100.0,1.0,2.0,50.0,0.8,0.0,2.0,33.0,83.0,80.0,189.0,0.43,1.0,6.0,3.0,66.0,67.0,0.985,0.0,0.0,0,9.0,116,11,0.913,7.0,1.0,0.0,4.0,0.875,9.0,1.0,1.0,13.0,0.9,14,1,0,5,0,24,0.0,8.0,11
962,9,3.0,3.0,3.0,100.0,2.0,5.0,40.0,0.625,1.0,0.0,23.0,125.0,99.0,287.0,0.6,4.0,2.0,10.0,83.0,86.0,0.965,0.0,0.0,0,11.0,63,15,0.8079999999999999,3.0,1.0,2.0,4.0,0.75,12.0,2.0,1.0,8.0,0.857,12,0,0,7,1,30,1.0,4.0,12
963,8,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.833,0.0,0.0,22.0,115.0,54.0,255.0,0.4,6.0,15.0,3.0,49.0,52.0,0.942,0.0,0.0,0,12.0,96,2,0.98,4.0,2.0,1.0,3.0,0.667,8.0,1.0,2.0,12.0,0.889,12,0,0,7,0,23,0.0,6.0,12
964,1,2.0,1.0,2.0,50.0,5.0,6.0,83.33333333333334,0.75,0.0,0.0,18.0,91.0,64.0,284.0,0.5,10.0,14.0,7.0,41.0,44.0,0.932,0.0,0.0,0,14.0,95,18,0.841,4.0,0.0,3.0,4.0,1.0,8.0,4.0,0.0,10.0,0.667,10,0,0,1,1,27,1.0,4.0,15
965,0,2.0,1.0,2.0,50.0,4.0,6.0,66.66666666666666,0.625,0.0,0.0,22.0,114.0,95.0,420.0,0.5,9.0,18.0,10.0,64.0,67.0,0.955,0.0,0.0,0,10.0,55,14,0.797,4.0,3.0,0.0,4.0,0.5710000000000001,10.0,0.0,4.0,8.0,1.0,15,0,0,1,0,24,0.0,7.0,10
966,11,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,0.0,0.0,24.0,102.0,77.0,283.0,0.5,0.0,7.0,2.0,58.0,65.0,0.892,0.0,0.0,0,13.0,78,6,0.929,7.0,1.0,2.0,4.0,0.875,7.0,4.0,1.0,11.0,0.636,11,0,0,16,1,19,1.0,8.0,9
967,6,1.0,0.0,1.0,0.0,2.0,5.0,40.0,0.333,0.0,0.0,22.0,146.0,95.0,367.0,0.5,5.0,6.0,9.0,72.0,76.0,0.947,0.0,0.0,0,19.0,77,7,0.917,4.0,2.0,1.0,7.0,0.667,11.0,1.0,4.0,7.0,0.917,9,0,0,16,0,11,0.0,6.0,11
968,7,1.0,1.0,1.0,100.0,3.0,4.0,75.0,0.8,1.0,0.0,24.0,38.0,54.0,150.0,0.5,1.0,2.0,0.0,55.0,56.0,0.982,0.0,0.0,0,6.0,147,12,0.925,5.0,3.0,1.0,1.0,0.625,10.0,6.0,0.0,12.0,0.625,8,1,1,1,1,19,1.0,8.0,13
969,8,1.0,1.0,1.0,100.0,1.0,2.0,50.0,0.667,0.0,0.0,17.0,194.0,139.0,359.0,0.5,6.0,12.0,6.0,12.0,1.0,0.976,0.0,0.0,0,20.0,60,2,0.968,1.0,1.0,3.0,5.0,0.5,12.0,0.0,6.0,10.0,1.0,13,1,0,1,0,10,0.0,2.0,8
970,4,1.0,1.0,1.0,100.0,4.0,6.0,66.66666666666666,0.7140000000000001,0.0,0.0,30.0,96.0,63.0,302.0,0.5,5.0,8.0,5.0,45.0,49.0,0.918,0.0,0.0,0,8.0,195,27,0.878,3.0,2.0,0.0,5.0,0.6,17.0,2.0,1.0,15.0,0.895,12,0,0,2,1,19,0.0,5.0,11
971,6,1.0,0.0,1.0,0.0,4.0,5.0,80.0,0.667,1.0,0.0,36.0,163.0,151.0,334.0,0.5,7.0,27.0,7.0,13.0,1.0,0.985,0.0,0.0,0,8.0,55,8,0.873,5.0,0.0,2.0,3.0,1.0,15.0,1.0,2.0,17.0,0.938,11,1,0,2,0,20,1.0,5.0,12
972,0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.875,1.0,0.0,27.0,160.0,116.0,254.0,0.0,2.0,8.0,11.0,87.0,89.0,0.978,0.0,0.0,0,15.0,83,6,0.933,3.0,0.0,4.0,5.0,1.0,10.0,0.0,2.0,6.0,1.0,7,0,0,4,1,24,1.0,3.0,13
973,2,1.0,0.0,1.0,0.0,4.0,5.0,80.0,0.667,0.0,0.0,26.0,92.0,75.0,195.0,1.0,2.0,6.0,4.0,66.0,70.0,0.943,0.0,0.0,0,10.0,117,10,0.921,5.0,4.0,0.0,3.0,0.556,6.0,2.0,0.0,10.0,0.75,13,2,0,4,0,17,0.0,9.0,7
974,5,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,39.0,67.0,63.0,222.0,0.0,5.0,3.0,3.0,45.0,48.0,0.938,0.0,0.0,0,8.0,56,5,0.918,13.0,1.0,1.0,5.0,0.929,4.0,2.0,6.0,12.0,0.667,10,0,0,15,1,12,0.0,14.0,12
975,11,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,30.0,45.0,51.0,111.0,0.0,0.0,5.0,0.0,45.0,47.0,0.957,0.0,0.0,0,15.0,57,3,0.95,5.0,1.0,1.0,13.0,0.833,12.0,6.0,2.0,4.0,0.667,12,0,0,15,0,15,1.0,6.0,10
976,3,1.0,0.0,1.0,0.0,2.0,3.0,66.66666666666666,0.5,0.0,0.0,53.0,56.0,70.0,211.0,0.5,4.0,3.0,5.0,56.0,58.0,0.966,0.0,0.0,0,7.0,82,13,0.863,6.0,2.0,2.0,1.0,0.75,10.0,1.0,2.0,17.0,0.909,11,1,0,0,1,11,0.0,8.0,10
977,1,1.0,0.0,1.0,0.0,3.0,5.0,60.0,0.5,0.0,0.0,38.0,107.0,90.0,352.0,0.5,7.0,13.0,3.0,64.0,68.0,0.941,0.0,0.0,0,16.0,68,3,0.958,1.0,2.0,2.0,6.0,0.333,17.0,2.0,1.0,10.0,0.895,10,1,0,0,0,14,1.0,3.0,11
978,9,1.0,1.0,1.0,100.0,3.0,4.0,75.0,0.8,0.0,0.0,15.0,103.0,79.0,197.0,0.5,1.0,10.0,12.0,63.0,65.0,0.969,0.0,0.0,0,16.0,82,9,0.901,7.0,2.0,2.0,10.0,0.778,8.0,4.0,4.0,5.0,0.667,10,0,0,13,1,16,1.0,9.0,12
979,12,1.0,0.0,1.0,0.0,3.0,4.0,75.0,0.6,0.0,0.0,16.0,70.0,68.0,229.0,0.5,7.0,9.0,3.0,57.0,61.0,0.934,0.0,0.0,0,13.0,95,10,0.905,10.0,2.0,2.0,7.0,0.833,5.0,4.0,4.0,8.0,0.556,12,1,0,13,0,14,0.0,12.0,10
980,2,6.0,5.0,6.0,83.33333333333334,1.0,1.0,100.0,0.857,1.0,0.0,10.0,133.0,126.0,631.0,0.67,18.0,32.0,7.0,88.0,95.0,0.926,0.0,0.0,0,16.0,52,6,0.897,5.0,1.0,2.0,6.0,0.833,12.0,1.0,2.0,7.0,0.923,13,0,0,16,1,46,1.0,6.0,15
981,5,3.0,2.0,3.0,66.66666666666666,5.0,6.0,83.33333333333334,0.778,0.0,0.0,20.0,40.0,52.0,190.0,0.33,3.0,6.0,5.0,28.0,31.0,0.903,0.0,0.0,0,12.0,135,32,0.8079999999999999,6.0,2.0,1.0,5.0,0.75,7.0,2.0,1.0,12.0,0.778,15,1,0,16,0,34,0.0,8.0,13
982,12,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.667,0.0,0.0,31.0,102.0,87.0,156.0,0.5,2.0,2.0,9.0,75.0,75.0,1.0,0.0,0.0,0,8.0,91,7,0.929,4.0,0.0,1.0,6.0,1.0,10.0,4.0,1.0,17.0,0.7140000000000001,9,0,0,1,1,16,1.0,4.0,12
983,4,1.0,0.0,1.0,0.0,2.0,2.0,100.0,0.667,0.0,0.0,28.0,165.0,94.0,281.0,0.5,2.0,7.0,10.0,75.0,81.0,0.926,0.0,0.0,0,10.0,90,2,0.978,6.0,1.0,0.0,4.0,0.857,17.0,1.0,4.0,10.0,0.944,12,0,0,1,0,11,0.0,7.0,9
984,1,3.0,1.0,3.0,33.33333333333333,4.0,6.0,66.66666666666666,0.556,0.0,0.0,13.0,90.0,67.0,366.0,0.6,10.0,22.0,6.0,38.0,42.0,0.905,0.0,0.0,0,10.0,156,19,0.8909999999999999,7.0,1.0,3.0,4.0,0.875,6.0,1.0,3.0,9.0,0.857,11,0,0,15,1,29,1.0,8.0,11
985,9,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,6.0,181.0,143.0,632.0,0.4,6.0,18.0,18.0,94.0,10.0,0.94,0.0,0.0,0,17.0,50,23,0.685,4.0,3.0,1.0,7.0,0.5710000000000001,9.0,3.0,1.0,6.0,0.75,11,0,0,15,0,23,0.0,7.0,11
986,6,6.0,3.0,6.0,50.0,2.0,2.0,100.0,0.625,0.0,0.0,27.0,175.0,113.0,394.0,0.75,5.0,15.0,13.0,75.0,79.0,0.949,0.0,0.0,0,12.0,92,4,0.958,9.0,0.0,1.0,4.0,1.0,16.0,0.0,3.0,12.0,1.0,6,0,0,4,1,42,1.0,9.0,12
987,7,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.667,0.0,0.0,26.0,78.0,73.0,159.0,0.25,0.0,4.0,2.0,61.0,61.0,1.0,0.0,0.0,0,11.0,109,15,0.879,4.0,1.0,0.0,9.0,0.8,12.0,3.0,0.0,16.0,0.8,12,2,0,4,0,15,0.0,5.0,6
988,11,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,23.0,91.0,73.0,183.0,0.0,1.0,3.0,1.0,69.0,73.0,0.945,0.0,0.0,0,12.0,87,4,0.956,5.0,1.0,0.0,8.0,0.833,14.0,2.0,2.0,8.0,0.875,11,0,0,13,1,9,0.0,6.0,9
989,3,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,31.0,110.0,85.0,213.0,0.0,3.0,4.0,9.0,74.0,76.0,0.974,0.0,0.0,0,10.0,79,3,0.963,8.0,0.0,1.0,5.0,1.0,8.0,2.0,2.0,14.0,0.8,9,0,0,13,0,12,1.0,8.0,11
990,8,3.0,1.0,3.0,33.33333333333333,2.0,2.0,100.0,0.6,0.0,1.0,29.0,188.0,95.0,389.0,0.43,9.0,13.0,11.0,76.0,80.0,0.95,0.0,0.0,0,12.0,83,12,0.8740000000000001,4.0,0.0,0.0,3.0,1.0,16.0,0.0,0.0,15.0,1.0,9,0,0,2,1,23,0.0,4.0,7
991,0,4.0,2.0,4.0,50.0,2.0,4.0,50.0,0.5,0.0,0.0,30.0,141.0,94.0,362.0,0.57,6.0,12.0,15.0,62.0,65.0,0.954,0.0,0.0,0,12.0,81,13,0.862,3.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,16.0,1.0,7,0,0,2,0,30,1.0,3.0,9
992,7,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.5,0.0,0.0,27.0,76.0,78.0,203.0,0.0,0.0,3.0,2.0,65.0,69.0,0.942,0.0,0.0,0,6.0,114,10,0.919,7.0,1.0,1.0,6.0,0.875,5.0,1.0,2.0,9.0,0.833,15,2,0,2,1,9,3.0,8.0,9
993,9,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.5,0.0,0.0,17.0,181.0,112.0,363.0,0.0,3.0,10.0,12.0,97.0,99.0,0.98,0.0,0.0,0,13.0,78,3,0.963,6.0,1.0,1.0,7.0,0.857,9.0,2.0,1.0,5.0,0.818,9,0,0,2,0,9,3.0,7.0,15
994,5,0.0,0.0,0.0,0.0,6.0,7.0,85.71428571428571,0.857,0.0,0.0,34.0,90.0,58.0,175.0,0.0,1.0,2.0,0.0,56.0,56.0,1.0,0.0,0.0,0,9.0,90,12,0.882,7.0,0.0,1.0,4.0,1.0,11.0,4.0,1.0,15.0,0.733,8,0,0,12,1,18,1.0,7.0,11
995,8,1.0,1.0,1.0,100.0,2.0,3.0,66.66666666666666,0.75,0.0,0.0,33.0,111.0,80.0,273.0,1.0,3.0,12.0,1.0,70.0,75.0,0.933,0.0,0.0,0,14.0,66,2,0.971,4.0,1.0,0.0,7.0,0.8,15.0,1.0,4.0,11.0,0.938,11,0,0,12,0,13,0.0,5.0,8
996,3,5.0,4.0,5.0,80.0,1.0,4.0,25.0,0.556,0.0,0.0,22.0,167.0,119.0,387.0,0.71,8.0,16.0,10.0,88.0,93.0,0.946,0.0,0.0,0,13.0,77,10,0.885,8.0,1.0,3.0,3.0,0.889,9.0,2.0,5.0,11.0,0.818,11,0,0,4,1,36,1.0,9.0,9
997,12,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,1.0,15.0,100.0,75.0,260.0,0.29,8.0,10.0,6.0,53.0,55.0,0.964,0.0,0.0,0,14.0,130,16,0.89,3.0,3.0,1.0,8.0,0.5,11.0,5.0,2.0,9.0,0.688,9,0,0,4,0,17,0.0,6.0,11
998,6,5.0,4.0,5.0,80.0,1.0,1.0,100.0,0.833,0.0,0.0,34.0,95.0,87.0,392.0,1.0,6.0,6.0,4.0,73.0,75.0,0.973,0.0,0.0,0,11.0,54,3,0.947,6.0,2.0,1.0,7.0,0.75,12.0,2.0,2.0,15.0,0.857,8,0,0,7,1,36,1.0,8.0,13
999,1,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.5,0.0,0.0,26.0,93.0,55.0,197.0,0.0,3.0,4.0,6.0,46.0,50.0,0.92,0.0,0.0,0,21.0,95,7,0.931,7.0,1.0,2.0,6.0,0.875,15.0,2.0,2.0,12.0,0.882,13,0,0,7,0,3,0.0,8.0,8
1000,11,5.0,3.0,5.0,60.0,2.0,2.0,100.0,0.7140000000000001,0.0,0.0,6.0,92.0,83.0,409.0,0.71,6.0,14.0,8.0,55.0,61.0,0.902,0.0,0.0,0,11.0,91,8,0.919,18.0,3.0,1.0,7.0,0.857,5.0,1.0,2.0,4.0,0.833,14,2,0,5,1,37,1.0,21.0,13
1001,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,138.0,103.0,339.0,0.29,8.0,8.0,17.0,72.0,76.0,0.947,0.0,0.0,0,18.0,75,14,0.843,7.0,1.0,3.0,18.0,0.875,4.0,2.0,1.0,5.0,0.667,13,0,0,5,0,12,0.0,8.0,14
1002,4,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,0.0,32.0,56.0,46.0,110.0,0.0,1.0,7.0,2.0,42.0,44.0,0.955,0.0,0.0,0,8.0,83,8,0.912,4.0,1.0,0.0,6.0,0.8,16.0,0.0,3.0,14.0,1.0,15,0,0,13,1,18,1.0,5.0,12
1003,0,0.0,0.0,0.0,0.0,4.0,7.0,57.14285714285714,0.5710000000000001,0.0,0.0,25.0,71.0,68.0,181.0,0.0,1.0,8.0,2.0,57.0,61.0,0.934,0.0,0.0,0,9.0,48,8,0.857,6.0,0.0,1.0,4.0,1.0,14.0,3.0,0.0,16.0,0.8240000000000001,12,0,0,13,0,12,0.0,6.0,15
1004,2,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,11.0,176.0,152.0,330.0,0.0,5.0,13.0,15.0,12.0,1.0,0.96,0.0,0.0,0,19.0,58,12,0.8290000000000001,8.0,1.0,1.0,7.0,0.889,11.0,2.0,1.0,8.0,0.846,8,0,0,2,1,9,0.0,9.0,15
1005,4,5.0,4.0,5.0,80.0,4.0,4.0,100.0,0.889,0.0,0.0,27.0,78.0,55.0,266.0,1.0,8.0,12.0,1.0,45.0,48.0,0.938,0.0,0.0,0,10.0,164,13,0.927,7.0,1.0,1.0,8.0,0.875,8.0,1.0,2.0,11.0,0.889,15,0,0,2,0,45,1.0,8.0,8
1006,12,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,37.0,103.0,84.0,289.0,1.0,6.0,13.0,4.0,77.0,83.0,0.928,0.0,0.0,0,9.0,45,2,0.957,6.0,1.0,0.0,4.0,0.857,11.0,1.0,8.0,11.0,0.917,9,0,0,1,1,19,1.0,7.0,8
1007,7,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.6,0.0,1.0,37.0,58.0,38.0,122.0,0.0,1.0,2.0,1.0,39.0,40.0,0.975,0.0,0.0,0,10.0,91,13,0.875,4.0,0.0,1.0,6.0,1.0,11.0,8.0,1.0,11.0,0.579,8,0,0,1,0,9,0.0,4.0,9
1008,0,4.0,3.0,4.0,75.0,2.0,4.0,50.0,0.625,0.0,0.0,24.0,147.0,95.0,485.0,1.0,6.0,17.0,10.0,58.0,60.0,0.967,0.0,0.0,0,11.0,70,6,0.921,10.0,0.0,1.0,5.0,1.0,7.0,4.0,4.0,10.0,0.636,10,1,0,7,1,32,1.0,10.0,15
1009,5,0.0,0.0,0.0,0.0,5.0,6.0,83.33333333333334,0.833,0.0,0.0,23.0,118.0,78.0,253.0,0.0,3.0,6.0,10.0,65.0,66.0,0.985,0.0,0.0,0,13.0,70,17,0.805,5.0,1.0,0.0,10.0,0.833,10.0,4.0,4.0,7.0,0.7140000000000001,15,2,0,7,0,15,0.0,6.0,10
1010,1,3.0,3.0,3.0,100.0,2.0,3.0,66.66666666666666,0.833,0.0,0.0,17.0,85.0,47.0,335.0,0.5,7.0,8.0,5.0,31.0,35.0,0.8859999999999999,0.0,0.0,0,9.0,112,10,0.918,9.0,0.0,1.0,2.0,1.0,6.0,0.0,1.0,13.0,1.0,14,1,0,4,1,27,0.0,9.0,8
1011,11,3.0,2.0,3.0,66.66666666666666,3.0,5.0,60.0,0.625,0.0,0.0,17.0,174.0,116.0,395.0,0.5,8.0,10.0,12.0,98.0,10.0,0.97,0.0,0.0,0,10.0,36,8,0.818,2.0,1.0,0.0,9.0,0.667,13.0,1.0,0.0,6.0,0.929,8,0,0,4,0,28,1.0,3.0,14
1012,9,1.0,0.0,1.0,0.0,3.0,5.0,60.0,0.5,0.0,0.0,11.0,108.0,78.0,290.0,1.0,2.0,7.0,10.0,54.0,58.0,0.931,0.0,0.0,0,18.0,108,10,0.915,9.0,0.0,1.0,11.0,1.0,12.0,2.0,1.0,8.0,0.857,11,2,0,0,1,14,1.0,9.0,13
1013,3,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.4,0.0,0.0,15.0,128.0,111.0,312.0,0.0,5.0,10.0,9.0,88.0,91.0,0.967,0.0,0.0,0,14.0,83,7,0.922,11.0,1.0,0.0,9.0,0.917,8.0,1.0,2.0,12.0,0.889,13,1,0,0,0,6,0.0,12.0,11
1014,8,2.0,2.0,2.0,100.0,5.0,6.0,83.33333333333334,0.875,1.0,1.0,17.0,137.0,90.0,357.0,0.33,7.0,19.0,8.0,73.0,78.0,0.936,0.0,0.0,0,12.0,93,9,0.912,4.0,3.0,0.0,6.0,0.5710000000000001,13.0,2.0,3.0,7.0,0.867,11,0,0,5,1,32,0.0,7.0,11
1015,6,4.0,3.0,4.0,75.0,5.0,5.0,100.0,0.889,0.0,0.0,19.0,102.0,85.0,333.0,0.67,6.0,9.0,3.0,70.0,74.0,0.946,0.0,0.0,0,12.0,86,19,0.8190000000000001,6.0,0.0,3.0,4.0,1.0,7.0,3.0,2.0,13.0,0.7,11,0,0,5,0,41,1.0,6.0,11
1016,7,1.0,1.0,1.0,100.0,5.0,8.0,62.5,0.667,0.0,0.0,32.0,111.0,115.0,361.0,0.25,1.0,8.0,2.0,10.0,1.0,0.981,0.0,0.0,0,11.0,55,4,0.932,3.0,0.0,2.0,3.0,1.0,13.0,1.0,5.0,7.0,0.929,7,0,0,13,1,22,1.0,3.0,13
1017,2,3.0,2.0,3.0,66.66666666666666,0.0,2.0,0.0,0.4,0.0,0.0,32.0,63.0,62.0,231.0,0.75,4.0,4.0,8.0,37.0,39.0,0.949,0.0,0.0,0,8.0,140,8,0.946,3.0,2.0,0.0,3.0,0.6,7.0,5.0,1.0,13.0,0.583,13,0,0,13,0,19,0.0,5.0,7
1018,5,2.0,2.0,2.0,100.0,4.0,8.0,50.0,0.6,0.0,1.0,29.0,129.0,87.0,318.0,0.4,4.0,13.0,6.0,71.0,74.0,0.959,0.0,0.0,0,10.0,71,17,0.807,5.0,2.0,4.0,4.0,0.7140000000000001,9.0,2.0,2.0,10.0,0.818,8,0,0,22,1,26,1.0,7.0,12
1019,1,3.0,3.0,3.0,100.0,1.0,2.0,50.0,0.8,0.0,0.0,23.0,104.0,70.0,305.0,0.6,11.0,17.0,7.0,44.0,46.0,0.957,0.0,0.0,0,13.0,108,13,0.893,4.0,4.0,2.0,5.0,0.5,10.0,2.0,2.0,9.0,0.833,12,0,0,22,0,24,0.0,8.0,8
1020,3,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.5,0.0,0.0,19.0,156.0,113.0,482.0,0.0,5.0,15.0,7.0,94.0,96.0,0.979,0.0,0.0,0,12.0,74,8,0.902,10.0,0.0,0.0,8.0,1.0,6.0,3.0,1.0,11.0,0.667,18,1,0,12,1,6,0.0,10.0,11
1021,0,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,1.0,0.0,19.0,134.0,85.0,339.0,1.0,5.0,8.0,14.0,53.0,54.0,0.981,0.0,0.0,0,16.0,122,15,0.89,8.0,0.0,0.0,10.0,1.0,11.0,1.0,3.0,6.0,0.917,11,1,0,12,0,26,1.0,8.0,18
1022,6,7.0,4.0,7.0,57.14285714285714,0.0,0.0,0.0,0.5710000000000001,0.0,0.0,17.0,131.0,84.0,367.0,0.88,10.0,10.0,11.0,60.0,64.0,0.938,0.0,0.0,0,10.0,115,12,0.905,10.0,2.0,2.0,5.0,0.833,12.0,0.0,3.0,14.0,1.0,17,2,0,0,1,43,1.0,12.0,17
1023,12,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,7.0,131.0,115.0,205.0,0.12,1.0,12.0,9.0,94.0,10.0,0.904,0.0,0.0,0,20.0,71,10,0.8759999999999999,5.0,2.0,2.0,10.0,0.7140000000000001,14.0,3.0,0.0,12.0,0.8240000000000001,17,1,1,0,0,13,0.0,7.0,17
1024,11,2.0,1.0,2.0,50.0,2.0,7.0,28.57142857142857,0.333,0.0,0.0,11.0,204.0,139.0,561.0,0.67,6.0,21.0,12.0,10.0,1.0,0.937,0.0,0.0,0,16.0,82,7,0.921,1.0,3.0,1.0,7.0,0.25,9.0,3.0,0.0,9.0,0.75,10,0,0,15,1,18,1.0,4.0,11
1025,8,1.0,0.0,1.0,0.0,2.0,3.0,66.66666666666666,0.5,0.0,0.0,22.0,89.0,72.0,209.0,0.33,2.0,7.0,2.0,62.0,65.0,0.954,0.0,0.0,0,16.0,125,21,0.856,7.0,1.0,3.0,1.0,0.875,9.0,0.0,3.0,9.0,1.0,11,0,0,15,0,11,0.0,8.0,10
1026,4,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,0.0,0.0,16.0,155.0,100.0,400.0,0.25,8.0,13.0,10.0,76.0,79.0,0.962,0.0,0.0,0,15.0,78,8,0.907,7.0,0.0,0.0,5.0,1.0,14.0,0.0,2.0,10.0,1.0,7,0,0,4,1,19,0.0,7.0,15
1027,9,3.0,3.0,3.0,100.0,1.0,4.0,25.0,0.5710000000000001,0.0,0.0,20.0,89.0,72.0,261.0,0.75,4.0,8.0,5.0,65.0,67.0,0.97,0.0,0.0,0,4.0,98,13,0.883,5.0,0.0,0.0,7.0,1.0,10.0,2.0,0.0,14.0,0.833,15,3,0,4,0,24,1.0,5.0,7
1028,2,1.0,1.0,1.0,100.0,3.0,6.0,50.0,0.5710000000000001,0.0,0.0,21.0,97.0,96.0,335.0,1.0,5.0,18.0,9.0,74.0,79.0,0.937,0.0,0.0,0,7.0,89,7,0.927,7.0,0.0,0.0,2.0,1.0,15.0,1.0,3.0,13.0,0.938,12,1,0,4,1,16,1.0,7.0,14
1029,3,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,28.0,109.0,76.0,351.0,0.0,2.0,7.0,4.0,66.0,70.0,0.943,0.0,0.0,0,11.0,105,18,0.8540000000000001,2.0,0.0,0.0,7.0,1.0,13.0,3.0,1.0,15.0,0.812,14,0,0,4,0,9,0.0,2.0,12
1030,12,2.0,2.0,2.0,100.0,4.0,7.0,57.14285714285714,0.667,0.0,0.0,11.0,97.0,80.0,307.0,0.33,3.0,9.0,6.0,44.0,50.0,0.88,0.0,0.0,0,13.0,98,14,0.875,6.0,2.0,2.0,5.0,0.75,8.0,4.0,1.0,7.0,0.667,9,0,0,5,1,26,0.0,8.0,13
1031,11,4.0,1.0,4.0,25.0,3.0,5.0,60.0,0.444,0.0,0.0,13.0,154.0,101.0,366.0,0.67,3.0,14.0,10.0,71.0,74.0,0.959,0.0,0.0,0,16.0,63,9,0.875,5.0,2.0,2.0,6.0,0.7140000000000001,7.0,1.0,4.0,8.0,0.875,13,2,0,5,0,31,1.0,7.0,9
1032,0,2.0,1.0,2.0,50.0,3.0,3.0,100.0,0.8,0.0,0.0,22.0,165.0,102.0,485.0,0.33,9.0,16.0,18.0,61.0,63.0,0.968,0.0,0.0,0,14.0,71,19,0.789,7.0,2.0,1.0,9.0,0.778,10.0,6.0,2.0,13.0,0.625,11,0,0,15,1,21,0.0,9.0,12
1033,6,4.0,3.0,4.0,75.0,3.0,4.0,75.0,0.75,0.0,0.0,26.0,97.0,87.0,389.0,0.67,10.0,19.0,12.0,59.0,60.0,0.983,0.0,0.0,0,10.0,82,16,0.8370000000000001,9.0,1.0,2.0,7.0,0.9,13.0,2.0,6.0,10.0,0.867,12,1,0,15,0,35,1.0,10.0,11
1034,9,4.0,2.0,4.0,50.0,3.0,3.0,100.0,0.7140000000000001,0.0,0.0,19.0,177.0,124.0,472.0,0.67,8.0,19.0,10.0,10.0,1.0,0.971,0.0,0.0,0,12.0,84,12,0.875,9.0,1.0,0.0,5.0,0.9,15.0,0.0,2.0,7.0,1.0,11,0,0,1,1,33,1.0,10.0,13
1035,5,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,17.0,128.0,89.0,455.0,0.33,6.0,12.0,7.0,59.0,66.0,0.894,0.0,0.0,0,17.0,146,18,0.89,5.0,0.0,1.0,9.0,1.0,7.0,2.0,0.0,15.0,0.778,13,1,0,1,0,17,0.0,5.0,11
1036,1,1.0,0.0,1.0,0.0,5.0,6.0,83.33333333333334,0.7140000000000001,0.0,0.0,20.0,142.0,77.0,279.0,0.33,5.0,19.0,4.0,65.0,67.0,0.97,0.0,0.0,0,9.0,47,4,0.922,6.0,1.0,1.0,3.0,0.857,11.0,4.0,3.0,12.0,0.733,12,0,0,7,1,20,0.0,7.0,11
